default,loan_amnt,int_rate,grade,purpose,loan_percent_income,person_age,annual_inc,home_ownership,emp_length,prior_default,credit_history
1,12000,14.11,D,MEDICAL,0.21,25,56204,RENT,3.0,1,2
0,5500,9.91,B,EDUCATION,0.08,24,72000,RENT,8.0,0,3
0,6000,12.22,C,MEDICAL,0.13,24,48000,RENT,8.0,1,4
1,16750,14.09,D,MEDICAL,0.42,35,39996,RENT,4.0,0,6
0,3200,8.0,A,MEDICAL,0.11,25,30000,RENT,2.0,0,4
0,5500,13.57,C,DEBTCONSOLIDATION,0.15,27,36789,MORTGAGE,1.0,1,8
1,14000,14.65,C,EDUCATION,0.19,24,72000,MORTGAGE,8.0,1,4
0,6000,7.51,A,PERSONAL,0.19,21,31000,MORTGAGE,5.0,0,4
0,6000,10.99,A,EDUCATION,0.1,25,61000,RENT,9.0,0,4
0,4400,11.89,B,PERSONAL,0.1,23,42000,OWN,7.0,0,4
0,5000,7.29,A,MEDICAL,0.12,48,41500,RENT,3.0,0,16
0,7000,6.62,A,VENTURE,0.07,32,96000,MORTGAGE,9.0,0,6
0,15000,7.51,A,VENTURE,0.5,21,30000,MORTGAGE,0.0,0,4
0,4750,14.83,D,PERSONAL,0.19,27,25000,MORTGAGE,4.0,0,9
0,1000,10.99,B,EDUCATION,0.03,21,30000,RENT,0.0,0,4
0,9000,11.89,B,VENTURE,0.09,29,98736,OWN,13.0,0,6
1,25000,17.93,E,DEBTCONSOLIDATION,0.09,28,288000,RENT,5.0,0,8
0,7200,10.99,C,EDUCATION,0.09,27,84000,RENT,8.0,0,10
0,1000,10.99,A,MEDICAL,0.03,22,39000,OWN,6.0,0,2
1,13250,16.4,E,DEBTCONSOLIDATION,0.44,22,30000,RENT,4.0,1,3
0,10000,7.14,A,DEBTCONSOLIDATION,0.25,25,40000,MORTGAGE,8.0,0,4
0,5000,6.03,A,DEBTCONSOLIDATION,0.07,24,70000,MORTGAGE,3.0,0,3
0,7000,11.34,C,VENTURE,0.2,21,35000,RENT,5.0,1,3
0,2000,13.16,C,MEDICAL,0.08,37,26500,RENT,11.0,0,12
1,13400,10.99,B,MEDICAL,0.38,24,35000,RENT,8.0,0,3
0,4800,7.75,A,VENTURE,0.23,26,21000,RENT,0.0,0,4
1,10000,12.18,B,MEDICAL,0.33,23,30000,RENT,7.0,0,3
0,2400,11.89,B,HOMEIMPROVEMENT,0.04,24,57996,MORTGAGE,5.0,0,4
0,4000,7.29,A,MEDICAL,0.04,36,92000,MORTGAGE,18.0,0,11
0,15000,6.99,A,HOMEIMPROVEMENT,0.25,32,61200,MORTGAGE,4.0,0,10
0,10000,7.14,A,VENTURE,0.09,22,107000,MORTGAGE,1.0,0,2
0,18250,8.9,A,DEBTCONSOLIDATION,0.29,33,63000,MORTGAGE,7.0,0,9
0,12000,6.03,A,VENTURE,0.3,24,40000,OWN,4.0,0,4
0,15000,11.86,B,PERSONAL,0.09,28,159000,MORTGAGE,3.0,0,8
0,4000,7.9,A,DEBTCONSOLIDATION,0.07,30,61000,MORTGAGE,2.0,0,7
0,16800,6.17,A,MEDICAL,0.17,26,97000,RENT,4.0,0,4
0,10000,10.36,B,VENTURE,0.2,22,50000,MORTGAGE,5.0,0,3
0,6500,10.99,A,PERSONAL,0.13,23,50000,MORTGAGE,0.0,0,4
0,2000,6.99,A,HOMEIMPROVEMENT,0.02,25,130000,RENT,3.0,0,4
0,3600,11.34,C,VENTURE,0.07,25,55000,MORTGAGE,9.0,1,4
1,3500,10.99,B,EDUCATION,0.06,32,59000,RENT,6.0,0,9
0,6800,10.65,B,HOMEIMPROVEMENT,0.12,28,57000,RENT,0.0,0,8
0,7200,9.88,B,MEDICAL,0.08,24,92000,OWN,4.0,0,2
0,5000,13.49,C,MEDICAL,0.12,27,40752,RENT,6.0,0,8
0,6000,10.51,B,DEBTCONSOLIDATION,0.2,33,30000,RENT,0.0,0,10
0,5400,10.38,B,EDUCATION,0.2,23,26400,RENT,7.0,0,2
0,7800,14.27,C,VENTURE,0.22,26,36000,RENT,3.0,0,2
1,20000,15.31,D,DEBTCONSOLIDATION,0.19,28,108000,RENT,2.0,1,8
1,900,10.28,C,MEDICAL,0.07,32,12000,RENT,3.0,0,5
1,22950,13.49,C,MEDICAL,0.44,27,52000,RENT,0.0,0,10
0,10000,8.59,A,DEBTCONSOLIDATION,0.17,29,60000,RENT,4.0,0,5
0,5600,7.9,A,MEDICAL,0.08,25,70000,RENT,3.0,0,3
0,5000,6.99,A,VENTURE,0.12,22,42000,MORTGAGE,5.0,0,4
0,24000,6.91,A,HOMEIMPROVEMENT,0.19,27,125000,MORTGAGE,1.0,0,8
0,4000,7.88,A,VENTURE,0.04,23,95000,MORTGAGE,2.0,0,3
1,12000,15.62,D,MEDICAL,0.19,23,54400,MORTGAGE,0.0,0,3
1,16000,19.47,F,MEDICAL,0.27,24,58575,RENT,2.0,0,2
0,1000,14.11,D,VENTURE,0.01,23,69743,MORTGAGE,7.0,0,2
0,5200,12.53,C,HOMEIMPROVEMENT,0.1,28,50500,RENT,3.0,0,8
0,6400,20.2,E,EDUCATION,0.13,23,50000,RENT,6.0,0,2
0,25000,11.26,B,VENTURE,0.3,24,84000,MORTGAGE,9.0,0,4
0,2000,6.62,A,PERSONAL,0.08,24,25000,RENT,6.0,0,4
0,2800,10.59,B,MEDICAL,0.06,46,48956,RENT,0.0,0,13
0,6000,7.51,A,VENTURE,0.18,28,32468,MORTGAGE,12.0,0,5
0,8000,10.37,B,PERSONAL,0.33,28,24000,OWN,3.0,0,5
0,7000,6.92,A,VENTURE,0.14,28,50000,RENT,0.0,0,9
0,1400,7.74,A,MEDICAL,0.04,26,40000,RENT,1.0,0,3
0,7400,15.65,D,EDUCATION,0.1,24,72000,RENT,5.0,1,3
0,7000,10.99,A,MEDICAL,0.19,22,37740,RENT,6.0,0,3
1,8000,11.71,B,DEBTCONSOLIDATION,0.14,25,56004,MORTGAGE,5.0,0,3
0,3600,10.99,B,PERSONAL,0.17,25,21600,RENT,3.0,0,4
0,10000,10.99,A,PERSONAL,0.13,43,80000,MORTGAGE,3.0,0,16
0,5000,14.17,C,PERSONAL,0.09,23,54860,RENT,0.0,0,4
0,3350,13.98,C,MEDICAL,0.07,31,47756,RENT,3.0,0,5
0,8400,10.99,B,EDUCATION,0.23,26,37000,MORTGAGE,7.0,0,4
0,10000,5.42,A,HOMEIMPROVEMENT,0.11,25,90000,MORTGAGE,9.0,0,4
0,4000,10.37,B,DEBTCONSOLIDATION,0.03,33,150000,MORTGAGE,0.0,0,7
1,8525,10.78,C,PERSONAL,0.09,30,98000,RENT,14.0,0,9
0,7000,13.47,C,EDUCATION,0.13,21,52000,MORTGAGE,5.0,0,3
0,12800,13.16,C,MEDICAL,0.21,28,62000,RENT,2.0,1,5
0,16000,7.88,A,EDUCATION,0.28,21,56532,MORTGAGE,4.0,0,3
0,9300,10.99,A,DEBTCONSOLIDATION,0.14,22,66800,RENT,2.0,0,3
0,25000,10.08,B,VENTURE,0.17,29,145000,MORTGAGE,0.0,0,8
0,7500,10.99,A,VENTURE,0.29,21,26004,OWN,5.0,0,2
0,3000,5.42,A,MEDICAL,0.09,28,33600,MORTGAGE,12.0,0,5
0,28000,7.9,A,DEBTCONSOLIDATION,0.09,27,320000,MORTGAGE,11.0,0,9
0,7000,14.65,C,HOMEIMPROVEMENT,0.09,24,80000,MORTGAGE,6.0,0,4
1,2500,16.45,E,MEDICAL,0.08,25,32000,RENT,1.0,1,2
0,2500,7.29,A,DEBTCONSOLIDATION,0.06,21,42000,MORTGAGE,1.0,0,4
1,4200,13.48,C,EDUCATION,0.35,21,12000,OWN,0.0,0,4
1,2725,12.18,B,MEDICAL,0.06,33,44000,RENT,3.0,0,6
0,13000,11.26,B,MEDICAL,0.14,25,92000,MORTGAGE,9.0,0,2
0,15000,11.36,B,MEDICAL,0.17,22,87800,RENT,3.0,0,4
0,10000,6.54,A,PERSONAL,0.13,35,78000,MORTGAGE,9.0,0,5
1,10000,12.73,C,DEBTCONSOLIDATION,0.37,24,27000,RENT,0.0,0,2
0,7000,10.65,B,DEBTCONSOLIDATION,0.16,27,43680,MORTGAGE,3.0,0,10
1,10000,7.29,A,MEDICAL,0.4,34,25000,RENT,0.0,0,9
0,8000,12.87,C,DEBTCONSOLIDATION,0.06,25,136000,MORTGAGE,1.0,0,3
0,7000,7.4,A,EDUCATION,0.15,23,46000,RENT,1.0,0,4
0,16000,16.45,E,EDUCATION,0.21,22,78000,MORTGAGE,3.0,0,3
0,6475,9.91,B,DEBTCONSOLIDATION,0.26,23,25000,RENT,4.0,0,3
0,5200,17.19,E,HOMEIMPROVEMENT,0.08,24,69000,MORTGAGE,7.0,0,2
0,2800,10.99,C,VENTURE,0.11,21,25000,MORTGAGE,4.0,1,3
0,15000,9.63,A,DEBTCONSOLIDATION,0.13,29,120000,RENT,3.0,0,6
0,4200,13.06,C,EDUCATION,0.05,23,78000,MORTGAGE,7.0,0,3
1,7200,5.79,A,VENTURE,0.33,25,22000,RENT,3.0,0,2
0,5900,7.66,A,HOMEIMPROVEMENT,0.07,29,84000,MORTGAGE,9.0,0,9
0,12000,12.21,B,PERSONAL,0.2,26,60996,MORTGAGE,2.0,0,4
0,3500,13.99,C,EDUCATION,0.09,22,38400,RENT,4.0,0,3
0,5000,7.14,A,EDUCATION,0.1,30,50000,OWN,5.0,0,7
0,13200,11.71,B,VENTURE,0.32,32,41600,MORTGAGE,2.0,0,7
0,10000,19.04,F,HOMEIMPROVEMENT,0.1,38,96000,RENT,18.0,0,14
0,15600,10.99,A,VENTURE,0.36,23,43000,MORTGAGE,7.0,0,4
0,8000,7.49,A,HOMEIMPROVEMENT,0.16,43,50000,RENT,4.0,0,16
0,10400,13.49,C,PERSONAL,0.24,23,43500,RENT,2.0,0,4
0,12000,13.57,C,DEBTCONSOLIDATION,0.12,41,98004,MORTGAGE,25.0,0,15
0,8000,5.99,A,EDUCATION,0.17,41,48000,RENT,7.0,0,15
0,6400,15.62,D,EDUCATION,0.04,26,150000,MORTGAGE,6.0,1,2
0,3625,6.17,A,EDUCATION,0.06,31,58000,MORTGAGE,0.0,0,5
0,7000,10.65,B,DEBTCONSOLIDATION,0.17,22,40000,RENT,0.0,0,2
0,9600,10.99,D,PERSONAL,0.09,23,110000,MORTGAGE,7.0,1,2
0,1500,10.99,B,EDUCATION,0.03,32,43625,RENT,2.0,0,6
0,8000,16.29,D,VENTURE,0.11,25,75000,MORTGAGE,4.0,0,3
0,14400,10.25,B,PERSONAL,0.1,24,144000,MORTGAGE,8.0,0,3
0,4800,10.99,B,PERSONAL,0.02,29,300000,RENT,5.0,0,6
0,2400,10.99,B,DEBTCONSOLIDATION,0.06,30,39000,RENT,1.0,0,7
0,4200,5.99,A,VENTURE,0.04,24,96000,MORTGAGE,8.0,0,3
0,12000,5.99,A,DEBTCONSOLIDATION,0.12,26,100000,MORTGAGE,10.0,0,2
0,6000,10.08,B,VENTURE,0.13,40,48000,RENT,1.0,0,13
1,9750,10.99,D,VENTURE,0.45,28,21600,RENT,4.0,0,10
1,15075,10.99,C,HOMEIMPROVEMENT,0.52,31,29000,RENT,14.0,0,7
0,6000,15.27,C,PERSONAL,0.17,22,35900,MORTGAGE,6.0,0,3
1,2400,15.23,C,DEBTCONSOLIDATION,0.11,23,21600,RENT,1.0,0,4
1,2000,11.99,B,MEDICAL,0.04,21,49000,MORTGAGE,4.0,0,2
0,2750,12.86,D,PERSONAL,0.05,25,58000,MORTGAGE,2.0,1,4
1,5975,14.46,D,PERSONAL,0.13,24,46000,RENT,0.0,1,4
1,7500,13.55,D,PERSONAL,0.21,27,36000,RENT,0.0,1,7
0,7500,12.84,C,DEBTCONSOLIDATION,0.14,28,55000,RENT,7.0,1,6
0,13750,10.99,C,DEBTCONSOLIDATION,0.09,26,160000,MORTGAGE,0.0,0,4
0,15000,13.47,C,HOMEIMPROVEMENT,0.27,50,56000,RENT,2.0,0,15
0,8000,10.25,B,EDUCATION,0.08,25,100000,MORTGAGE,9.0,0,3
0,7500,8.0,A,EDUCATION,0.17,25,45000,MORTGAGE,7.0,0,3
0,4200,8.0,A,MEDICAL,0.13,27,32000,RENT,3.0,0,10
0,4600,14.79,C,VENTURE,0.07,34,70000,MORTGAGE,5.0,0,7
0,5000,13.49,C,MEDICAL,0.04,26,120000,MORTGAGE,10.0,1,2
0,6000,12.42,B,VENTURE,0.2,24,30000,RENT,0.0,0,2
0,6000,5.42,A,HOMEIMPROVEMENT,0.19,24,32000,MORTGAGE,5.0,0,4
0,8000,13.49,C,HOMEIMPROVEMENT,0.21,32,38000,MORTGAGE,8.0,1,6
1,8500,5.42,A,MEDICAL,0.16,26,54000,MORTGAGE,10.0,0,3
0,5000,10.99,A,HOMEIMPROVEMENT,0.08,24,60996,RENT,8.0,0,2
0,7000,13.79,C,HOMEIMPROVEMENT,0.1,25,70000,RENT,2.0,1,2
0,4000,9.63,B,DEBTCONSOLIDATION,0.14,24,28704,RENT,3.0,0,3
0,2200,7.9,A,VENTURE,0.03,23,75000,RENT,0.0,0,4
0,7000,12.98,C,HOMEIMPROVEMENT,0.07,33,97000,RENT,4.0,0,5
1,14575,10.99,A,EDUCATION,0.38,23,38800,RENT,2.0,0,2
1,10000,15.31,D,HOMEIMPROVEMENT,0.33,23,30000,RENT,2.0,1,4
1,13750,15.31,D,PERSONAL,0.51,43,27036,RENT,1.0,1,15
1,25000,11.36,B,MEDICAL,0.4,28,63000,RENT,4.0,0,8
0,11500,13.57,C,PERSONAL,0.32,30,36000,MORTGAGE,4.0,0,8
0,15000,6.54,A,PERSONAL,0.27,33,55000,MORTGAGE,5.0,0,6
0,10000,14.27,C,EDUCATION,0.13,22,80000,RENT,5.0,0,2
0,16000,12.73,C,PERSONAL,0.15,22,105000,MORTGAGE,3.0,1,4
1,11000,9.91,B,PERSONAL,0.37,27,30000,RENT,8.0,0,6
0,1200,13.85,C,VENTURE,0.02,25,60000,OWN,5.0,0,2
0,5000,13.48,C,MEDICAL,0.14,22,36000,RENT,4.0,0,3
0,10000,12.42,B,PERSONAL,0.14,26,70000,OWN,10.0,0,4
1,10000,15.65,D,DEBTCONSOLIDATION,0.33,22,30712,RENT,3.0,1,4
0,7000,12.69,B,HOMEIMPROVEMENT,0.11,28,65000,RENT,3.0,0,10
1,6500,17.49,D,DEBTCONSOLIDATION,0.18,23,36000,RENT,4.0,1,2
0,3200,16.29,D,EDUCATION,0.03,24,115500,MORTGAGE,2.0,0,2
0,8000,19.42,E,HOMEIMPROVEMENT,0.1,39,82000,MORTGAGE,7.0,1,17
0,19400,10.99,D,PERSONAL,0.06,42,316800,MORTGAGE,3.0,1,13
0,3500,9.99,B,EDUCATION,0.06,22,60000,MORTGAGE,2.0,0,2
0,2700,12.61,C,VENTURE,0.15,33,18000,RENT,0.0,1,9
0,1500,6.62,A,PERSONAL,0.02,23,96000,MORTGAGE,5.0,0,3
1,4800,14.65,C,HOMEIMPROVEMENT,0.12,30,40525,MORTGAGE,8.0,0,10
0,10000,9.45,B,PERSONAL,0.15,22,65000,RENT,0.0,0,3
1,5000,16.49,D,PERSONAL,0.17,42,29000,RENT,1.0,1,13
0,4500,5.42,A,VENTURE,0.18,27,25200,MORTGAGE,11.0,0,6
1,9600,15.62,D,HOMEIMPROVEMENT,0.18,25,54000,RENT,5.0,0,2
0,10000,6.17,A,HOMEIMPROVEMENT,0.13,26,75000,RENT,4.0,0,4
0,6000,14.59,D,VENTURE,0.11,27,54000,RENT,11.0,1,5
1,20000,14.91,D,MEDICAL,0.27,22,62900,RENT,6.0,0,4
1,12000,17.99,E,DEBTCONSOLIDATION,0.16,49,74000,MORTGAGE,20.0,0,15
0,4300,10.99,C,DEBTCONSOLIDATION,0.08,22,52000,RENT,7.0,1,2
0,9275,14.72,C,HOMEIMPROVEMENT,0.16,36,58000,RENT,2.0,1,16
0,5500,12.69,B,HOMEIMPROVEMENT,0.06,37,85000,MORTGAGE,4.0,0,11
0,8000,16.0,D,VENTURE,0.11,27,70000,MORTGAGE,7.0,0,10
0,20000,12.84,C,PERSONAL,0.13,27,150000,MORTGAGE,4.0,1,6
0,6000,10.74,B,PERSONAL,0.11,25,56000,RENT,1.0,0,2
0,10000,8.32,A,DEBTCONSOLIDATION,0.28,22,36000,MORTGAGE,2.0,0,3
0,15600,7.49,A,DEBTCONSOLIDATION,0.25,25,62000,RENT,7.0,0,4
0,4000,12.99,C,MEDICAL,0.05,26,75000,MORTGAGE,9.0,1,2
0,4400,8.0,A,EDUCATION,0.13,25,33000,MORTGAGE,4.0,0,3
1,2000,11.71,B,MEDICAL,0.09,21,21600,RENT,0.0,0,4
1,18000,11.54,C,VENTURE,0.67,23,27000,RENT,2.0,1,4
0,11500,11.26,B,EDUCATION,0.19,23,60000,MORTGAGE,6.0,0,2
0,15000,10.99,B,VENTURE,0.16,34,91000,MORTGAGE,19.0,0,10
1,13650,16.29,D,VENTURE,0.26,27,51600,MORTGAGE,2.0,0,9
0,15000,10.37,B,MEDICAL,0.22,22,68000,RENT,7.0,0,3
1,4000,9.99,B,VENTURE,0.32,37,12360,RENT,3.0,0,13
0,12000,12.42,B,PERSONAL,0.13,22,90000,RENT,6.0,0,4
0,5000,13.99,C,MEDICAL,0.13,24,38000,RENT,8.0,0,4
0,1600,6.62,A,MEDICAL,0.06,25,28800,RENT,2.0,0,2
0,14000,10.99,B,VENTURE,0.22,28,62400,RENT,2.0,0,10
0,16000,11.34,C,VENTURE,0.19,31,85000,RENT,5.0,0,6
0,1500,10.99,A,EDUCATION,0.04,24,35000,RENT,9.0,0,3
0,5000,13.48,C,PERSONAL,0.11,22,45000,MORTGAGE,4.0,1,4
1,13000,13.11,C,EDUCATION,0.42,21,31200,RENT,0.0,1,2
0,4500,7.88,A,EDUCATION,0.12,23,38004,RENT,2.0,0,2
0,12000,7.49,A,HOMEIMPROVEMENT,0.22,31,55000,MORTGAGE,7.0,0,5
0,10000,8.49,A,VENTURE,0.29,27,35000,RENT,11.0,0,6
0,8000,12.53,B,VENTURE,0.17,22,48000,MORTGAGE,3.0,0,4
1,4350,16.29,D,DEBTCONSOLIDATION,0.22,27,20000,RENT,0.0,1,7
0,3600,10.59,B,EDUCATION,0.05,23,70000,OWN,0.0,0,4
0,5075,12.54,C,DEBTCONSOLIDATION,0.25,31,20000,RENT,7.0,1,10
1,6250,14.72,C,VENTURE,0.43,21,14400,OWN,4.0,0,2
0,3600,7.51,A,EDUCATION,0.07,31,55000,RENT,2.0,0,7
1,11000,11.48,B,MEDICAL,0.4,22,27300,RENT,1.0,0,4
0,6000,6.99,A,PERSONAL,0.13,39,46500,RENT,13.0,0,11
0,12000,8.59,A,EDUCATION,0.18,22,67000,OWN,3.0,0,2
0,2000,12.99,C,DEBTCONSOLIDATION,0.02,36,124000,MORTGAGE,2.0,1,16
0,20000,12.99,C,PERSONAL,0.17,24,120000,MORTGAGE,8.0,1,2
0,9600,11.99,B,PERSONAL,0.15,30,62000,MORTGAGE,7.0,0,8
0,1000,7.4,A,EDUCATION,0.01,25,107000,MORTGAGE,1.0,0,4
0,6000,8.59,A,VENTURE,0.12,44,52000,MORTGAGE,2.0,0,11
0,8875,10.99,A,HOMEIMPROVEMENT,0.15,31,58000,MORTGAGE,15.0,0,5
0,8000,11.49,B,VENTURE,0.15,27,54590,RENT,9.0,0,6
0,2000,10.74,B,EDUCATION,0.05,34,40000,OWN,2.0,0,6
0,8000,13.49,C,EDUCATION,0.11,27,75000,RENT,2.0,1,5
1,15000,16.82,E,DEBTCONSOLIDATION,0.1,24,148000,RENT,0.0,0,3
1,6000,10.99,B,VENTURE,0.35,26,17376,RENT,1.0,0,3
0,5000,19.03,E,PERSONAL,0.05,22,102240,RENT,6.0,0,3
0,8150,7.51,A,MEDICAL,0.11,22,75000,MORTGAGE,2.0,0,4
0,15000,15.95,E,VENTURE,0.14,22,105000,MORTGAGE,2.0,0,3
0,2275,10.99,A,DEBTCONSOLIDATION,0.04,23,65000,MORTGAGE,5.0,0,2
0,8500,6.99,A,EDUCATION,0.11,24,75000,MORTGAGE,7.0,0,3
1,18000,11.03,C,DEBTCONSOLIDATION,0.42,24,42765,RENT,9.0,1,2
0,8500,9.45,B,VENTURE,0.17,34,50004,RENT,5.0,0,6
0,7200,7.29,A,VENTURE,0.11,28,64000,MORTGAGE,3.0,0,8
0,7000,5.99,A,PERSONAL,0.2,24,35000,RENT,9.0,0,2
1,6000,16.4,E,DEBTCONSOLIDATION,0.24,25,25000,RENT,1.0,0,2
1,16000,10.99,E,DEBTCONSOLIDATION,0.28,31,58000,MORTGAGE,15.0,0,8
0,2000,7.9,A,DEBTCONSOLIDATION,0.03,32,61000,MORTGAGE,3.0,0,8
1,5400,16.29,D,EDUCATION,0.17,22,32000,RENT,1.0,1,2
0,3000,6.62,A,MEDICAL,0.03,25,88668,MORTGAGE,2.0,0,2
0,8725,5.99,A,EDUCATION,0.12,29,74360,OWN,7.0,0,5
0,8000,9.63,A,DEBTCONSOLIDATION,0.18,37,45000,RENT,0.0,0,14
0,12000,9.63,B,MEDICAL,0.3,23,39996,RENT,6.0,0,3
0,10975,6.99,A,HOMEIMPROVEMENT,0.09,33,125000,MORTGAGE,8.0,0,9
0,10000,9.2,B,PERSONAL,0.13,28,77250,RENT,1.0,0,7
0,3000,9.32,A,HOMEIMPROVEMENT,0.04,26,67500,RENT,1.0,0,4
0,11200,10.25,B,DEBTCONSOLIDATION,0.09,32,131000,MORTGAGE,2.0,0,5
0,18000,9.99,B,EDUCATION,0.21,24,84000,MORTGAGE,8.0,0,2
0,1800,10.59,B,EDUCATION,0.05,23,35000,RENT,4.0,0,3
0,12000,12.99,C,MEDICAL,0.17,22,72000,RENT,6.0,1,3
0,3600,6.92,A,MEDICAL,0.06,30,65000,MORTGAGE,4.0,0,10
0,5000,13.49,C,VENTURE,0.15,25,34400,RENT,9.0,0,4
0,5500,10.74,B,HOMEIMPROVEMENT,0.09,29,60000,RENT,4.0,0,6
1,6000,15.7,D,MEDICAL,0.18,25,34000,MORTGAGE,2.0,1,3
0,10000,5.79,A,DEBTCONSOLIDATION,0.15,26,68000,MORTGAGE,3.0,0,2
0,15000,12.53,B,DEBTCONSOLIDATION,0.25,24,61100,RENT,1.0,0,2
0,16000,11.12,B,VENTURE,0.29,27,55000,RENT,0.0,0,9
0,3600,9.63,B,EDUCATION,0.06,28,60000,RENT,3.0,0,5
0,6000,8.9,A,DEBTCONSOLIDATION,0.23,24,26400,MORTGAGE,0.0,0,4
0,35000,7.9,A,HOMEIMPROVEMENT,0.36,24,96000,MORTGAGE,8.0,0,4
0,6800,9.63,B,EDUCATION,0.24,25,28800,RENT,8.0,0,3
1,18500,10.71,B,MEDICAL,0.54,24,34300,RENT,4.0,0,2
1,9250,14.22,C,MEDICAL,0.48,28,19200,RENT,0.0,0,9
0,5000,10.99,B,DEBTCONSOLIDATION,0.25,37,20004,RENT,0.0,0,12
0,7475,7.9,A,EDUCATION,0.14,28,53000,OWN,3.0,0,8
1,18225,9.63,A,MEDICAL,0.52,24,35004,OTHER,6.0,0,3
0,3000,9.88,B,VENTURE,0.05,23,55000,RENT,2.0,0,2
0,18000,10.99,B,PERSONAL,0.17,28,103992,MORTGAGE,3.0,0,7
0,5000,5.42,A,VENTURE,0.14,27,36600,MORTGAGE,6.0,0,5
1,20000,12.21,B,PERSONAL,0.3,27,66000,RENT,11.0,0,5
0,35000,7.49,A,VENTURE,0.22,25,162500,RENT,2.0,0,4
0,18000,10.99,B,VENTURE,0.19,25,95000,MORTGAGE,5.0,0,3
0,25000,11.36,B,DEBTCONSOLIDATION,0.21,33,120000,RENT,9.0,0,8
0,5500,14.27,C,PERSONAL,0.23,24,24000,RENT,5.0,1,3
0,5000,8.49,A,MEDICAL,0.08,21,60000,RENT,2.0,0,4
0,3200,7.51,A,EDUCATION,0.07,23,48000,MORTGAGE,0.0,0,2
1,15000,14.83,D,MEDICAL,0.19,23,66300,MORTGAGE,2.0,0,4
0,15000,9.88,B,HOMEIMPROVEMENT,0.25,25,61000,MORTGAGE,9.0,0,2
0,5000,10.0,B,PERSONAL,0.13,24,38000,MORTGAGE,8.0,0,3
0,8400,6.03,A,EDUCATION,0.28,21,30000,RENT,5.0,0,3
0,3000,14.27,C,VENTURE,0.04,23,70000,RENT,1.0,1,2
1,10000,14.61,D,MEDICAL,0.33,24,30000,RENT,0.0,0,3
1,16000,13.48,C,PERSONAL,0.36,28,44000,RENT,5.0,0,6
0,5500,14.72,C,DEBTCONSOLIDATION,0.25,32,21600,RENT,4.0,1,7
0,7500,11.03,C,EDUCATION,0.08,23,90000,RENT,7.0,0,4
0,1000,10.99,C,MEDICAL,0.02,30,55536,MORTGAGE,14.0,0,7
0,4000,5.42,A,EDUCATION,0.04,23,92000,RENT,2.0,0,2
0,5000,10.99,B,DEBTCONSOLIDATION,0.1,38,52000,MORTGAGE,13.0,0,15
0,1600,16.29,D,PERSONAL,0.05,25,30000,RENT,8.0,0,3
0,4000,6.76,A,VENTURE,0.06,22,67000,MORTGAGE,6.0,0,3
0,4500,10.99,C,MEDICAL,0.14,25,31920,MORTGAGE,8.0,1,2
0,3000,7.49,A,MEDICAL,0.07,28,43200,RENT,1.0,0,9
0,10000,13.85,C,DEBTCONSOLIDATION,0.2,25,50500,RENT,3.0,0,2
0,14500,8.94,A,EDUCATION,0.15,23,98000,MORTGAGE,4.0,0,3
0,2650,11.26,B,VENTURE,0.06,28,48000,RENT,1.0,0,6
0,20000,10.37,B,MEDICAL,0.26,23,76000,RENT,7.0,0,3
0,10000,10.99,B,VENTURE,0.14,23,69996,OWN,2.0,0,3
0,7200,10.74,B,EDUCATION,0.1,33,69000,MORTGAGE,17.0,0,7
1,27050,10.99,C,MEDICAL,0.45,66,60000,RENT,4.0,1,28
0,1200,10.99,D,EDUCATION,0.05,27,25440,MORTGAGE,5.0,0,10
0,9500,10.99,B,MEDICAL,0.11,22,90000,MORTGAGE,6.0,0,3
0,2500,14.35,C,VENTURE,0.03,27,72000,RENT,11.0,0,6
0,16000,13.8,C,HOMEIMPROVEMENT,0.2,31,80000,MORTGAGE,4.0,0,9
0,5500,6.17,A,MEDICAL,0.13,23,44000,MORTGAGE,0.0,0,4
1,30000,10.65,B,MEDICAL,0.35,23,72250,RENT,7.0,0,2
0,7000,8.0,A,MEDICAL,0.1,33,68508,RENT,17.0,0,6
0,11000,10.99,B,PERSONAL,0.13,23,81600,RENT,3.0,0,3
0,30000,11.11,B,VENTURE,0.23,23,129996,MORTGAGE,2.0,0,4
0,5500,13.23,C,PERSONAL,0.19,21,28800,MORTGAGE,2.0,1,2
1,5000,10.99,G,VENTURE,0.11,25,45996,RENT,2.0,1,2
0,7000,9.99,B,DEBTCONSOLIDATION,0.1,24,70000,MORTGAGE,8.0,0,4
0,2000,13.23,C,DEBTCONSOLIDATION,0.05,41,42000,RENT,5.0,1,15
1,11000,15.31,D,DEBTCONSOLIDATION,0.25,26,44000,RENT,4.0,0,2
0,19000,6.54,A,PERSONAL,0.27,29,71000,RENT,0.0,0,9
0,10000,5.99,A,PERSONAL,0.09,24,108000,MORTGAGE,4.0,0,2
0,3200,8.0,A,MEDICAL,0.07,30,43000,RENT,1.0,0,5
1,24000,13.85,C,PERSONAL,0.4,38,60000,RENT,2.0,0,16
0,5500,7.14,A,EDUCATION,0.09,39,61766,MORTGAGE,4.0,0,15
0,15000,12.23,C,PERSONAL,0.22,30,66888,MORTGAGE,6.0,0,8
0,4200,9.91,B,HOMEIMPROVEMENT,0.08,29,50000,OWN,3.0,0,5
1,13250,10.99,B,VENTURE,0.35,23,38400,RENT,1.0,0,4
0,7000,7.29,A,MEDICAL,0.16,26,43000,RENT,8.0,0,4
